train_number,station_code,day_of_week,month,is_holiday,weather,scheduled_arrival_hour,delay_minutes
12002,DDU,0,5,0,Foggy,11,87
12001,PNBE,1,1,0,Clear,23,17
12003,NDLS,5,7,0,Stormy,15,46
12006,PNBE,6,10,0,Clear,7,40
120010,LKO,0,6,0,Clear,3,13
12009,HWH,2,11,0,Clear,14,0
12003,NDLS,5,9,0,Clear,4,41
12008,NDLS,1,1,0,Clear,14,1
12002,LKO,2,7,0,Rainy,9,37
12005,BSB,0,1,0,Stormy,2,14
12003,HWH,4,6,0,Stormy,15,23
12008,NDLS,0,8,0,Rainy,15,34
12008,LKO,0,2,0,Stormy,9,23
12008,PNBE,4,11,0,Clear,2,11
12002,NDLS,5,3,0,Clear,0,29
12006,NDLS,3,5,1,Stormy,8,48
12007,NDLS,0,10,0,Foggy,23,53
12001,LKO,1,7,0,Clear,4,0
12004,CNB,0,2,0,Stormy,13,8
12002,DDU,5,3,1,Clear,21,76
120010,NDLS,5,6,0,Foggy,0,66
12004,LKO,5,8,0,Stormy,15,32
12001,CNB,3,12,0,Foggy,19,109
12009,DDU,6,5,0,Rainy,11,53
12008,PNBE,0,10,0,Stormy,7,31
12006,CNB,5,6,0,Foggy,6,109
12002,HWH,6,3,1,Foggy,14,115
12005,NDLS,4,9,0,Stormy,15,22
12005,NDLS,1,7,0,Clear,23,0
12005,NDLS,0,9,0,Stormy,12,4
120010,BSB,5,11,0,Stormy,11,16
12007,PNBE,5,7,0,Clear,23,40
12002,BSB,2,11,0,Rainy,19,61
12007,PNBE,1,5,0,Rainy,23,35
12008,PNBE,1,4,0,Rainy,1,70
12008,BSB,2,3,0,Rainy,20,18
12009,DDU,5,7,0,Stormy,12,31
12003,BSB,2,3,0,Foggy,2,93
12004,HWH,4,5,0,Rainy,10,15
12009,BSB,0,1,0,Clear,9,9
12006,NDLS,2,9,0,Stormy,23,0
12006,BSB,3,4,0,Stormy,7,20
12002,BSB,2,10,0,Rainy,22,53
12002,BSB,0,6,0,Stormy,21,0
120010,CNB,0,3,0,Stormy,9,24
12008,NDLS,6,7,0,Stormy,11,19
12002,HWH,4,7,0,Clear,15,6
12007,NDLS,5,4,0,Clear,15,15
12006,LKO,1,4,0,Rainy,22,38
12008,BSB,0,2,0,Stormy,0,0
12006,NDLS,3,11,0,Foggy,18,87
12009,HWH,1,12,0,Rainy,19,18
12003,BSB,6,9,0,Foggy,17,104
12008,NDLS,1,8,0,Clear,2,13
12008,DDU,3,11,0,Clear,13,1
12001,BSB,0,3,0,Rainy,11,79
12006,CNB,1,7,0,Clear,21,25
12009,DDU,6,6,0,Rainy,7,59
12004,HWH,3,2,0,Rainy,17,8
12002,DDU,3,12,0,Stormy,1,0
12004,PNBE,3,4,0,Foggy,20,81
12008,HWH,5,7,0,Rainy,21,63
12001,HWH,5,10,0,Foggy,17,92
120010,HWH,1,7,0,Rainy,0,30
12008,NDLS,4,5,0,Rainy,22,38
12003,NDLS,0,6,0,Foggy,22,87
12005,HWH,5,5,0,Clear,0,57
120010,LKO,0,11,0,Clear,1,13
12005,CNB,2,10,0,Rainy,3,24
12002,BSB,0,9,0,Stormy,10,28
12009,NDLS,4,5,0,Stormy,23,22
12004,LKO,1,1,0,Foggy,0,104
12001,BSB,1,11,0,Foggy,0,34
12007,LKO,0,1,0,Clear,21,19
12009,DDU,6,9,0,Clear,6,24
12006,PNBE,4,2,1,Clear,11,47
12009,CNB,1,5,0,Clear,2,19
12002,PNBE,6,7,0,Rainy,9,96
12003,DDU,6,3,0,Clear,10,52
12007,CNB,3,4,0,Foggy,1,135
12007,LKO,0,11,0,Foggy,2,70
12007,NDLS,0,7,0,Stormy,3,11
120010,NDLS,5,2,0,Foggy,9,148
12004,HWH,5,8,0,Foggy,22,102
12002,HWH,5,3,0,Clear,2,27
12007,LKO,5,11,0,Rainy,19,73
12009,PNBE,6,5,0,Rainy,8,65
12001,DDU,1,2,0,Rainy,5,14
12008,DDU,2,1,0,Stormy,18,0
12003,LKO,6,8,0,Rainy,13,54
12007,NDLS,1,5,1,Foggy,0,104
12009,NDLS,5,1,0,Rainy,7,30
12007,DDU,0,1,0,Rainy,3,46
12004,BSB,1,2,0,Foggy,15,88
12005,NDLS,3,6,0,Stormy,11,17
12007,LKO,4,2,0,Clear,5,8
12008,CNB,2,12,0,Foggy,14,84
12005,LKO,6,2,0,Rainy,19,45
12006,LKO,3,5,0,Foggy,22,77
12007,NDLS,3,2,0,Rainy,0,77
12008,PNBE,1,6,1,Rainy,15,77
12005,HWH,4,10,0,Rainy,2,23
12009,LKO,0,8,0,Clear,14,2
12004,BSB,5,8,0,Clear,2,17
12007,CNB,6,10,0,Foggy,22,157
12009,LKO,4,6,0,Foggy,11,143
12003,NDLS,1,7,0,Stormy,0,5
12009,LKO,3,4,0,Stormy,0,20
12005,DDU,1,5,0,Clear,4,0
12005,HWH,2,3,0,Clear,0,13
12008,DDU,4,9,0,Clear,2,38
12007,NDLS,3,3,0,Clear,0,19
12005,HWH,5,11,0,Foggy,1,149
12002,NDLS,1,3,1,Rainy,12,83
12001,NDLS,5,11,0,Clear,15,35
12002,LKO,0,5,0,Foggy,12,116
12005,LKO,1,1,1,Clear,11,16
12006,NDLS,5,3,0,Rainy,19,60
12007,PNBE,6,2,0,Rainy,10,66
12004,HWH,1,3,0,Stormy,8,30
12009,NDLS,3,3,0,Clear,7,0
12002,BSB,2,9,0,Foggy,9,110
12007,PNBE,4,7,1,Foggy,11,164
12005,PNBE,2,12,0,Stormy,3,33
12005,PNBE,2,8,1,Stormy,4,78
12006,DDU,3,11,0,Stormy,17,8
12009,HWH,1,10,0,Foggy,20,95
120010,DDU,4,8,0,Foggy,21,121
12008,CNB,6,6,0,Clear,4,45
12005,PNBE,0,8,0,Foggy,15,51
12004,BSB,3,10,0,Clear,8,0
120010,LKO,6,5,0,Rainy,6,58
12005,CNB,2,9,0,Stormy,3,5
12007,CNB,4,2,0,Stormy,23,9
12002,HWH,3,3,0,Stormy,5,0
12006,DDU,2,8,0,Foggy,23,123
12002,PNBE,4,9,0,Stormy,4,27
12003,NDLS,2,12,0,Stormy,7,0
120010,BSB,1,2,0,Rainy,23,60
12009,LKO,4,11,0,Rainy,21,34
12002,LKO,3,2,0,Stormy,5,20
12004,HWH,4,11,0,Rainy,18,58
12001,NDLS,0,3,0,Foggy,23,84
12003,HWH,1,1,0,Foggy,8,57
12007,BSB,3,12,0,Rainy,3,33
12003,BSB,4,3,0,Stormy,18,25
12001,HWH,3,1,1,Rainy,3,80
120010,PNBE,5,5,0,Stormy,9,24
12008,HWH,4,10,0,Clear,11,23
12002,LKO,6,3,0,Clear,23,33
12002,BSB,4,5,1,Stormy,5,74
12005,CNB,2,4,0,Stormy,7,0
12001,PNBE,6,2,0,Foggy,0,138
12005,PNBE,3,10,0,Stormy,7,10
12009,DDU,2,6,0,Rainy,21,40
12001,DDU,1,8,0,Rainy,19,31
12003,DDU,2,6,0,Stormy,3,24
120010,HWH,2,8,0,Foggy,19,100
12008,DDU,3,3,0,Stormy,15,18
12009,PNBE,4,11,0,Stormy,12,0
12008,NDLS,3,12,0,Stormy,10,0
12002,PNBE,4,8,0,Stormy,8,5
12006,NDLS,0,1,0,Clear,18,10
12007,DDU,0,2,0,Clear,2,16
12002,LKO,5,5,0,Foggy,22,113
12005,BSB,3,4,1,Clear,20,68
12005,HWH,3,4,0,Rainy,12,34
12005,HWH,6,7,0,Rainy,21,77
12008,LKO,0,4,0,Rainy,7,42
12003,PNBE,5,12,0,Clear,4,31
12008,PNBE,4,11,0,Clear,0,9
12004,HWH,4,1,0,Stormy,23,8
12001,BSB,2,5,0,Rainy,17,58
12009,CNB,1,2,0,Rainy,15,17
12002,CNB,6,3,0,Stormy,7,22
12008,PNBE,5,5,0,Stormy,4,15
12007,HWH,1,6,0,Clear,7,23
12002,NDLS,0,9,0,Foggy,1,141
12004,NDLS,6,12,0,Stormy,17,32
12004,CNB,4,5,0,Foggy,3,70
12005,HWH,1,12,0,Stormy,8,15
12002,NDLS,6,8,1,Foggy,14,150
12005,NDLS,6,5,0,Rainy,22,40
12003,BSB,5,8,0,Stormy,2,30
12004,PNBE,0,12,0,Stormy,19,20
12001,DDU,5,3,0,Foggy,0,89
12004,NDLS,2,5,0,Foggy,22,93
12003,CNB,4,7,0,Clear,22,6
120010,HWH,4,12,0,Stormy,3,24
12006,NDLS,4,8,0,Rainy,23,29
12003,LKO,3,3,0,Foggy,22,105
12007,PNBE,4,10,0,Rainy,15,44
12005,PNBE,3,10,0,Foggy,4,58
12005,NDLS,2,6,0,Rainy,12,30
12003,DDU,1,4,0,Rainy,13,60
12009,CNB,3,7,0,Rainy,7,38
12007,HWH,4,9,0,Foggy,8,97
12001,CNB,1,1,1,Rainy,20,110
12008,PNBE,2,6,0,Clear,11,0
12009,CNB,5,4,0,Clear,17,35
12008,CNB,6,7,0,Clear,3,22
12006,HWH,1,2,0,Stormy,5,13
12007,LKO,1,11,0,Clear,4,0
12002,PNBE,6,12,0,Rainy,4,55
120010,HWH,0,4,0,Clear,1,23
12002,HWH,6,9,0,Foggy,9,86
12006,HWH,0,5,0,Rainy,21,43
12007,NDLS,1,9,0,Foggy,4,155
120010,NDLS,0,2,0,Rainy,8,65
12007,DDU,6,3,0,Rainy,1,45
120010,LKO,5,3,0,Foggy,12,69
12009,LKO,1,8,0,Rainy,1,43
12004,CNB,0,11,0,Stormy,19,3
12005,BSB,5,2,0,Clear,23,33
12009,BSB,3,10,0,Stormy,15,21
12004,PNBE,6,2,0,Foggy,4,78
120010,LKO,0,4,0,Rainy,13,57
12006,PNBE,1,9,0,Rainy,23,48
12008,HWH,4,6,0,Clear,12,5
12003,HWH,3,11,0,Rainy,21,62
120010,CNB,2,6,0,Clear,7,7
12002,DDU,4,9,0,Rainy,1,21
12005,LKO,0,2,0,Clear,2,16
120010,LKO,0,10,0,Stormy,11,10
12008,CNB,1,3,0,Rainy,3,29
12002,LKO,0,1,0,Clear,15,29
12003,LKO,2,8,0,Stormy,1,10
12003,NDLS,1,7,0,Rainy,12,39
12002,CNB,6,4,1,Stormy,23,77
120010,DDU,6,1,0,Clear,19,42
12006,BSB,1,2,1,Foggy,16,95
12006,HWH,5,6,0,Foggy,17,61
12001,HWH,3,11,0,Foggy,1,65
12006,DDU,4,2,0,Rainy,13,44
12009,CNB,0,5,0,Foggy,13,126
12005,HWH,2,2,0,Stormy,8,15
12005,CNB,0,9,1,Rainy,7,80
120010,LKO,1,2,0,Clear,12,26
120010,CNB,3,7,0,Foggy,5,129
12005,NDLS,1,8,0,Foggy,3,108
12003,HWH,2,2,0,Stormy,2,37
12008,LKO,5,12,0,Rainy,22,40
12005,LKO,4,9,0,Clear,22,42
12008,CNB,6,1,0,Clear,15,30
12004,CNB,1,4,0,Rainy,17,27
12006,NDLS,5,7,0,Clear,22,31
12001,LKO,2,6,1,Clear,15,35
12004,PNBE,1,11,0,Stormy,9,0
12003,CNB,0,8,0,Clear,19,23
120010,DDU,4,9,0,Rainy,22,58
12002,LKO,6,9,0,Clear,8,41
120010,CNB,5,4,1,Stormy,20,69
120010,HWH,3,6,0,Clear,5,28
12006,BSB,3,10,0,Rainy,8,50
12005,CNB,6,2,0,Foggy,6,89
12002,BSB,4,8,0,Stormy,10,8
12001,HWH,2,10,0,Rainy,12,45
12002,DDU,6,5,0,Rainy,21,72
12001,NDLS,4,9,0,Rainy,11,53
12009,BSB,3,4,0,Clear,1,0
12004,HWH,1,8,1,Foggy,20,125
12002,HWH,1,1,1,Clear,18,82
12004,BSB,5,4,0,Clear,23,28
12006,NDLS,3,3,0,Clear,23,36
12009,DDU,2,1,0,Clear,12,0
12008,BSB,4,9,0,Rainy,13,52
12001,HWH,1,10,0,Rainy,6,30
12003,LKO,2,5,1,Foggy,21,80
12003,NDLS,3,12,0,Foggy,22,119
12001,HWH,0,1,0,Foggy,20,127
12009,LKO,6,3,0,Foggy,16,134
12009,PNBE,1,10,0,Stormy,10,0
12002,NDLS,6,12,0,Clear,10,36
12001,NDLS,3,10,0,Rainy,8,48
12004,LKO,0,11,0,Foggy,5,116
12009,BSB,1,12,1,Clear,1,40
12002,BSB,0,4,1,Stormy,3,77
12005,CNB,5,2,0,Stormy,13,38
12003,NDLS,3,2,0,Clear,13,33
120010,CNB,5,5,0,Rainy,21,31
12004,CNB,3,2,0,Rainy,6,8
12001,BSB,3,2,0,Clear,16,36
12007,LKO,0,10,0,Clear,10,3
12003,LKO,5,9,0,Clear,4,34
12004,NDLS,2,3,0,Clear,8,0
12009,NDLS,1,6,0,Clear,3,8
12004,PNBE,1,11,0,Foggy,23,148
12008,DDU,5,3,0,Stormy,18,28
12008,LKO,6,6,0,Foggy,17,106
12003,BSB,2,5,0,Foggy,9,55
12001,CNB,5,11,0,Stormy,5,33
12002,BSB,6,12,0,Rainy,6,60
12006,HWH,6,6,0,Stormy,10,25
12004,BSB,3,12,0,Stormy,20,12
120010,BSB,0,8,1,Rainy,1,83
12005,DDU,2,1,0,Foggy,20,24
12001,DDU,2,11,0,Foggy,16,75
12007,DDU,4,4,0,Foggy,20,61
12005,LKO,2,8,0,Rainy,13,29
12007,LKO,6,4,0,Clear,0,8
12003,CNB,0,11,0,Foggy,18,84
12002,DDU,4,3,0,Stormy,5,33
120010,PNBE,2,6,0,Rainy,0,40
12003,HWH,5,10,0,Foggy,3,146
12004,PNBE,6,8,1,Clear,3,75
12007,NDLS,3,5,0,Foggy,7,40
12003,BSB,2,2,0,Foggy,15,121
12001,NDLS,5,11,0,Rainy,17,48
12002,BSB,1,12,1,Foggy,0,94
12002,CNB,2,2,0,Stormy,22,3
12004,PNBE,1,3,1,Stormy,19,37
12007,PNBE,6,5,0,Foggy,12,107
12001,HWH,0,7,0,Clear,17,7
12001,PNBE,3,6,0,Rainy,0,40
12005,CNB,5,11,0,Foggy,12,95
12006,LKO,3,11,0,Foggy,16,98
120010,NDLS,0,6,0,Clear,18,18
12008,BSB,6,4,1,Stormy,8,84
12008,NDLS,1,4,0,Foggy,16,106
12005,NDLS,4,2,0,Clear,12,17
12001,NDLS,3,4,0,Stormy,20,0
12008,LKO,3,5,0,Foggy,21,84
12006,DDU,6,6,0,Clear,19,32
12007,PNBE,3,4,0,Rainy,13,58
120010,CNB,5,3,0,Rainy,1,99
12003,PNBE,4,4,0,Rainy,22,54
120010,BSB,0,2,0,Stormy,4,29
12009,CNB,0,7,0,Clear,9,3
12007,NDLS,6,9,0,Rainy,6,80
12003,NDLS,3,1,0,Clear,13,0
12003,HWH,4,1,0,Rainy,21,67
12001,PNBE,5,12,0,Foggy,10,111
12009,NDLS,3,1,0,Stormy,8,19
12005,NDLS,1,12,0,Rainy,9,58
12002,LKO,2,2,0,Rainy,14,51
12005,DDU,1,11,0,Stormy,5,0
12008,LKO,6,3,0,Clear,8,35
12001,CNB,4,2,0,Foggy,12,84
12005,DDU,2,3,0,Rainy,4,67
12009,PNBE,3,8,0,Clear,10,0
12009,LKO,4,8,0,Stormy,23,26
12003,HWH,5,3,0,Foggy,2,125
12002,CNB,1,3,0,Stormy,16,32
12002,CNB,4,6,0,Foggy,19,89
12001,BSB,0,6,0,Stormy,6,1
12007,PNBE,5,12,0,Rainy,9,50
120010,DDU,1,6,0,Rainy,22,62
12007,BSB,5,12,0,Foggy,8,126
12005,LKO,3,4,0,Foggy,9,76
12003,PNBE,1,11,0,Stormy,20,8
12008,LKO,6,7,0,Rainy,14,44
12008,CNB,2,6,0,Clear,3,15
12005,HWH,1,3,0,Stormy,13,4
12004,BSB,3,8,0,Stormy,5,24
12002,LKO,5,2,0,Rainy,5,59
12009,BSB,4,8,0,Rainy,14,24
12009,PNBE,1,10,0,Rainy,20,40
12004,NDLS,0,11,0,Stormy,19,7
12003,HWH,6,7,0,Stormy,18,34
12004,NDLS,0,1,0,Clear,14,26
12005,NDLS,4,8,0,Stormy,20,0
12005,NDLS,4,3,0,Rainy,15,21
12007,HWH,4,3,0,Rainy,6,12
120010,CNB,4,5,0,Stormy,7,20
12004,DDU,5,2,0,Foggy,5,73
12003,PNBE,2,5,0,Stormy,7,10
12001,DDU,5,12,0,Stormy,9,35
12007,PNBE,4,3,0,Stormy,2,19
12006,BSB,6,6,0,Clear,9,54
12008,BSB,6,3,1,Rainy,16,125
12005,DDU,4,8,0,Stormy,12,3
12006,BSB,5,6,0,Stormy,18,15
12007,CNB,2,12,0,Stormy,7,27
120010,HWH,3,6,0,Foggy,17,91
12006,LKO,2,6,1,Stormy,15,61
12003,PNBE,5,8,0,Rainy,22,63
12001,HWH,1,4,0,Clear,21,0
12002,DDU,5,12,1,Foggy,3,114
12001,NDLS,1,9,0,Clear,5,12
12002,BSB,5,2,0,Stormy,13,25
12006,NDLS,4,10,0,Rainy,6,45
12004,DDU,3,4,0,Foggy,14,121
120010,PNBE,2,6,1,Clear,18,46
12004,NDLS,4,2,1,Clear,18,66
12001,HWH,5,3,0,Clear,11,17
12001,NDLS,5,11,0,Foggy,16,128
12004,NDLS,0,10,0,Stormy,3,25
12002,CNB,4,5,1,Foggy,13,111
12003,NDLS,2,3,0,Stormy,6,7
12003,NDLS,5,10,0,Clear,19,25
12002,CNB,5,7,0,Rainy,1,43
12006,CNB,5,1,0,Foggy,14,110
120010,LKO,6,3,0,Stormy,12,25
12006,NDLS,0,12,0,Rainy,23,25
120010,LKO,4,8,0,Stormy,1,0
12005,DDU,3,9,0,Stormy,15,9
12006,PNBE,2,4,0,Stormy,22,21
12003,DDU,3,7,1,Rainy,22,98
12001,PNBE,4,3,0,Clear,16,12
12003,DDU,1,3,0,Clear,8,31
12004,CNB,3,8,0,Foggy,3,100
120010,CNB,1,4,0,Rainy,10,28
12002,LKO,0,9,1,Rainy,20,96
12007,PNBE,2,8,0,Foggy,19,64
12004,HWH,0,11,0,Stormy,3,17
12007,NDLS,2,6,0,Foggy,17,56
12006,HWH,4,2,0,Foggy,18,50
12005,PNBE,3,8,0,Rainy,21,40
12007,BSB,3,8,1,Stormy,22,14
12009,PNBE,0,6,0,Foggy,8,100
12008,CNB,0,8,1,Rainy,13,75
12003,DDU,5,4,0,Clear,15,32
12004,HWH,3,5,0,Stormy,6,40
12003,CNB,4,8,0,Foggy,0,70
12005,CNB,4,9,0,Stormy,11,6
12002,DDU,5,7,0,Foggy,6,134
12002,BSB,0,9,0,Clear,18,21
12008,LKO,6,12,0,Foggy,9,140
12006,HWH,5,1,0,Stormy,19,58
12006,LKO,5,4,0,Foggy,17,127
12002,CNB,4,11,0,Stormy,0,4
12009,NDLS,2,3,0,Rainy,17,46
12003,LKO,1,2,0,Stormy,12,0
12003,HWH,3,10,0,Foggy,16,144
12007,HWH,2,7,0,Clear,19,18
12004,LKO,3,10,0,Rainy,0,50
12009,NDLS,3,5,0,Stormy,10,16
12006,NDLS,6,3,0,Stormy,11,13
12008,PNBE,1,2,1,Clear,16,50
12008,PNBE,4,8,0,Rainy,1,57
120010,LKO,1,5,0,Clear,20,28
12009,CNB,4,4,0,Foggy,12,63
12006,CNB,5,7,0,Rainy,9,64
12009,BSB,0,12,0,Foggy,4,50
12006,LKO,1,11,0,Clear,5,35
12009,HWH,2,11,0,Foggy,2,100
12005,HWH,4,2,0,Rainy,2,27
12005,DDU,6,9,0,Stormy,11,34
12003,PNBE,4,4,0,Stormy,21,10
12008,LKO,6,3,0,Stormy,10,41
12004,PNBE,4,4,0,Stormy,7,12
12007,BSB,2,2,0,Foggy,6,68
12006,NDLS,6,9,0,Rainy,10,62
120010,NDLS,2,8,0,Rainy,14,34
12005,BSB,2,11,0,Clear,0,18
120010,LKO,5,5,0,Clear,15,35
12009,CNB,4,10,0,Rainy,16,19
12003,NDLS,3,1,1,Rainy,21,89
12005,HWH,4,3,0,Foggy,3,54
12008,PNBE,5,11,1,Foggy,11,184
12004,BSB,1,11,0,Rainy,5,60
12001,DDU,6,3,0,Rainy,1,96
12004,CNB,4,8,1,Stormy,3,35
12005,BSB,5,2,0,Stormy,18,26
120010,PNBE,2,6,0,Stormy,14,15
12007,DDU,0,9,0,Clear,12,29
12004,LKO,1,12,0,Stormy,18,20
12006,CNB,0,7,0,Stormy,5,43
12003,NDLS,2,5,0,Rainy,2,17
120010,DDU,1,2,0,Foggy,5,44
12009,NDLS,2,12,0,Foggy,16,34
12007,BSB,5,2,0,Foggy,3,113
12009,BSB,6,10,0,Clear,6,31
12007,CNB,0,11,0,Clear,15,0
12007,BSB,3,12,0,Rainy,11,45
12005,HWH,2,11,0,Rainy,10,44
12007,HWH,3,9,0,Rainy,19,29
12005,BSB,0,5,0,Stormy,10,7
12004,DDU,5,11,0,Foggy,2,86
12002,PNBE,1,5,0,Rainy,17,66
12007,BSB,0,7,0,Rainy,20,42
12005,CNB,3,12,0,Rainy,23,19
120010,HWH,1,4,0,Stormy,2,11
12001,DDU,0,4,0,Stormy,7,30
120010,LKO,6,1,0,Foggy,20,150
12001,PNBE,4,9,0,Foggy,22,57
12008,LKO,1,8,1,Clear,19,35
12006,PNBE,2,1,0,Stormy,20,21
120010,LKO,5,4,0,Foggy,0,119
12008,DDU,6,5,1,Stormy,16,100
12004,DDU,5,10,0,Clear,23,26
12002,BSB,5,9,0,Rainy,14,24
12004,LKO,4,10,0,Stormy,8,17
12007,PNBE,1,10,0,Clear,3,24
12009,CNB,4,4,0,Rainy,11,18
12004,CNB,4,6,0,Clear,22,16
12009,BSB,2,10,0,Clear,0,25
12002,CNB,1,7,0,Foggy,15,66
12009,BSB,3,7,0,Foggy,1,118
12003,BSB,6,6,0,Rainy,1,54
12004,DDU,4,4,1,Rainy,7,108
120010,PNBE,3,4,0,Clear,2,0
12004,HWH,3,7,0,Foggy,5,79
12006,HWH,5,4,0,Stormy,1,65
12002,CNB,5,12,0,Stormy,16,21
12005,PNBE,5,10,0,Rainy,12,86
12004,BSB,1,3,0,Foggy,6,50
12008,BSB,3,6,0,Clear,2,29
12006,CNB,3,10,0,Foggy,21,104
12002,LKO,0,2,0,Foggy,6,76
12005,LKO,3,5,0,Foggy,17,94
12003,NDLS,3,11,0,Rainy,12,43
12002,PNBE,3,8,0,Stormy,12,23
12006,NDLS,0,8,1,Stormy,15,35
12007,NDLS,6,2,0,Foggy,15,70
12002,CNB,3,9,0,Rainy,6,18
12009,HWH,6,8,0,Clear,17,42
12004,HWH,6,10,1,Foggy,1,180
12005,NDLS,6,8,1,Rainy,23,100
12002,HWH,2,8,0,Stormy,15,28
12008,DDU,4,1,0,Foggy,21,63
12008,LKO,6,6,0,Stormy,7,43
12006,PNBE,4,11,0,Rainy,14,7
12007,HWH,4,4,1,Rainy,9,86
120010,CNB,3,7,0,Clear,10,44
12003,LKO,5,10,0,Foggy,21,140
12002,CNB,5,8,0,Clear,6,41
12009,NDLS,0,1,0,Rainy,4,49
12006,NDLS,2,12,0,Foggy,15,99
12005,DDU,4,8,0,Foggy,13,64
12007,PNBE,2,4,0,Foggy,4,39
12006,PNBE,4,8,0,Foggy,17,80
12001,PNBE,2,9,1,Rainy,19,75
12005,BSB,6,6,0,Clear,9,54
12001,BSB,0,6,0,Stormy,2,13
12005,BSB,6,9,0,Clear,10,37
12001,NDLS,3,7,0,Clear,8,0
12006,PNBE,0,8,0,Foggy,18,59
12001,CNB,4,6,0,Foggy,23,93
12007,PNBE,3,7,0,Foggy,2,82
12001,NDLS,1,7,0,Clear,21,19
12008,LKO,1,11,0,Stormy,8,0
12007,CNB,4,7,0,Rainy,14,25
12001,BSB,6,2,0,Foggy,0,88
12004,BSB,6,6,0,Stormy,22,19
12008,NDLS,0,12,1,Rainy,23,54
12003,DDU,2,7,0,Foggy,14,121
12003,NDLS,3,4,0,Rainy,0,41
12002,CNB,1,2,1,Stormy,9,32
12008,NDLS,4,6,0,Clear,3,0
12009,DDU,6,5,0,Stormy,8,22
12007,BSB,5,6,0,Rainy,14,76
12001,NDLS,6,3,0,Clear,10,54
12004,NDLS,3,3,1,Rainy,11,76
12009,PNBE,2,2,0,Stormy,9,23
12007,LKO,1,6,0,Stormy,4,14
120010,HWH,1,10,0,Rainy,3,39
12005,CNB,5,4,0,Foggy,18,139
12001,BSB,2,7,0,Stormy,6,14
12006,CNB,3,1,1,Foggy,17,175
120010,BSB,4,1,0,Stormy,7,31
12006,BSB,2,4,0,Rainy,21,30
12009,NDLS,5,7,0,Clear,4,11
12004,DDU,2,3,1,Clear,6,25
12009,LKO,1,1,0,Rainy,23,23
12002,HWH,6,6,0,Rainy,15,72
12004,LKO,1,10,0,Rainy,1,28
12004,PNBE,0,6,0,Stormy,5,19
120010,HWH,6,3,0,Stormy,21,39
12002,DDU,6,6,1,Foggy,23,88
12007,DDU,3,9,0,Rainy,8,6
12008,NDLS,0,9,0,Rainy,15,25
12009,LKO,3,11,0,Foggy,22,128
12001,DDU,5,3,0,Foggy,23,118
12002,HWH,2,5,1,Stormy,3,80
12002,DDU,6,3,0,Foggy,17,131
12006,LKO,3,8,0,Stormy,1,23
12009,DDU,4,11,0,Clear,21,17
12009,CNB,5,11,0,Clear,17,16
12007,CNB,1,6,0,Foggy,23,82
12002,CNB,4,10,1,Rainy,11,104
12002,DDU,6,10,0,Foggy,14,40
12001,NDLS,3,1,0,Clear,20,0
12006,PNBE,1,7,0,Rainy,17,19
120010,CNB,3,6,0,Foggy,12,109
120010,HWH,1,10,0,Rainy,5,57
12004,HWH,4,5,0,Clear,12,15
12005,PNBE,5,3,0,Rainy,15,34
12009,HWH,6,12,0,Rainy,5,32
12006,DDU,0,4,0,Foggy,14,53
12008,DDU,6,7,1,Clear,13,82
12002,LKO,0,11,0,Rainy,23,28
12006,CNB,3,8,0,Rainy,18,9
12003,NDLS,6,6,1,Clear,11,60
12005,DDU,1,4,0,Stormy,8,4
12007,HWH,0,7,0,Stormy,7,5
12002,HWH,6,6,1,Clear,20,97
12001,BSB,5,11,0,Rainy,1,62
12002,PNBE,2,5,0,Clear,12,3
12003,PNBE,0,6,0,Rainy,6,0
12009,PNBE,1,8,0,Clear,7,42
12002,LKO,2,7,0,Rainy,17,59
12006,LKO,4,12,0,Rainy,9,23
12002,NDLS,6,8,0,Rainy,21,78
12003,LKO,1,3,0,Foggy,23,87
12003,DDU,2,5,0,Stormy,20,0
120010,NDLS,2,2,0,Stormy,4,17
12003,LKO,6,4,0,Stormy,11,16
12003,PNBE,3,5,0,Foggy,16,97
12002,HWH,6,7,0,Rainy,2,61
12009,LKO,2,7,0,Clear,16,4
120010,CNB,1,2,0,Clear,1,12
12003,PNBE,5,2,0,Clear,17,50
120010,CNB,5,7,0,Rainy,0,35
12001,LKO,5,11,0,Clear,12,15
12003,BSB,2,8,0,Stormy,2,37
120010,CNB,2,12,0,Rainy,6,42
12002,CNB,6,8,1,Stormy,3,66
12007,DDU,3,9,0,Clear,4,17
12006,PNBE,3,8,0,Rainy,6,29
12009,HWH,0,8,0,Clear,22,4
12008,BSB,4,10,0,Foggy,20,67
12008,BSB,0,7,0,Foggy,17,112
12004,PNBE,3,6,0,Clear,21,7
12004,NDLS,0,12,0,Rainy,11,49
12007,BSB,2,8,0,Clear,11,16
12001,NDLS,1,7,0,Stormy,15,31
12005,NDLS,5,2,0,Stormy,13,28
12007,CNB,0,1,0,Stormy,6,29
12001,CNB,2,9,1,Foggy,22,149
12005,CNB,5,3,0,Stormy,6,58
12009,DDU,4,11,0,Stormy,18,35
12005,BSB,6,3,0,Foggy,10,89
120010,HWH,2,3,0,Foggy,3,149
12009,LKO,0,3,0,Foggy,20,102
12007,CNB,5,10,0,Clear,3,25
12004,CNB,5,4,0,Rainy,23,53
12004,DDU,1,1,0,Rainy,2,56
12008,LKO,4,12,0,Rainy,4,35
12004,LKO,6,10,0,Clear,4,54
12001,LKO,0,1,0,Foggy,3,101
12007,CNB,3,9,0,Clear,10,9
